CNPJ;Nome_Associacao;Telefone;Estado;Municipio
53.920.004/0001-54;BRAVO ASSOCIACAO DE BENEFICIOS;82999717404;AL;ARAPIRACA
37.281.159/0001-31;FRENTE VEICULAR BRASIL;31995864151;AL;ARAPIRACA
42.473.687/0001-22;GRUPO DE PROTECAO PATRIMONIAL MUTUALISTA JR;82999490093;AL;TAQUARANA
27.083.695/0001-79;JB PROTECAO PATRIMONIAL;8235301431;AL;ARAPIRACA
47.207.966/0001-68;M&G ASSOCIACAO DE PROTECAO VEICULAR;82999949993;AL;MACEIO
39.724.246/0001-41;NACIONAL PROTECT PROTECAO PATRIMONIAL MUTUALISTA;8233162820;AL;MACEIO
41.746.845/0001-08;NOVA AUTOGESTAO ASSOCIACAO DE BENEFICIOS;82996417777;AL;ARAPIRACA
61.345.844/0001-69;PB ASSOCIACAO DE BENEFICIOS;8233137765;AL;MACEIO
32.847.957/0001-64;PROTEGE ASSOCIACAO DE BENEFICIOS;82999318565;AL;ARAPIRACA
60.013.310/0001-72;SAGE PROTECAO VEICULAR;82988545045;AL;UNIAO DOS PALMARES
54.180.750/0001-11;ASSOCIACAO AMIGOS DO ASFALTO;92984342441;AM;MANAUS
46.679.616/0001-31;SETA PROTECAO VEICULAR;88996968968;AM;MANAUS
08.702.793/0001-00;AAPV - ASSOCIACAO DE AUTOGESTAO DOS MOTORISTAS POR APLICATIVOS DO ESTADO DA BAHIA;71997079735;BA;SALVADOR
49.481.282/0001-85;ABAETE ASSOCIACAO DE PROPRIETARIOS DE VEICULOS;77999785590;BA;VITORIA DA CONQUISTA
45.392.703/0001-40;ABPVM - ASSOCIACAO BENEFICIOS PROTECAO VEICULAR MAISCAR BRASIL;75992109051;BA;ALAGOINHAS
21.589.716/0001-46;AFECET - ASSOCIACAO FEIRENSE DOS CAMINHONEIROS E TRANSPORTADORES RODOVIARIOS;75991871847;BA;FEIRA DE SANTANA
12.289.136/0001-42;AGAPEGENESIS BENEFICIOS E PROTECAO PATRIMONIAL MUTUALISTA;7534813308;BA;FEIRA DE SANTANA
48.053.818/0001-07;ALFA ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA E APOIO AOS CONDUTORES DE VEICULOS DA BAHIA;77988176240;BA;VITORIA DA CONQUISTA
11.464.030/0001-75;APROVAUTO - ASSOCIACAO BRASILEIRA DE BENEFICIOS;7736111774;BA;BARREIRAS
44.513.781/0001-93;ASSOCIACAO BAIANA DE PROTECAO VEICULAR - PROTERTRUCK;71999349023;BA;FEIRA DE SANTANA
35.157.231/0001-98;ASSOCIACAO CONFIAUTO CLUBE DE PROTECAO PATRIMONIAL MUTUALISTA;7132324287;BA;SALVADOR
19.214.124/0001-06;ASSOCIACAO CONQUISTENSE DE BENEFICIOS MUTUOS-ATIVE;7734224394;BA;VITORIA DA CONQUISTA
39.426.749/0001-30;ASSOCIACAO DE BENEFICIOS E PROTECAO AOS VEICULOS AUTOMOTORES DE BOMBEIROS MILITARES DO ESTADO DA BAHIA, FAMILIARES E AMIGOS - CENTRAUTO;71987527662;BA;SALVADOR
30.511.504/0001-37;ASSOCIACAO DE MUTUA PROTECAO DOS MOTOCICLISTAS E DEMAIS COLABORADORES (APRM);7532762183;BA;RIBEIRA DO POMBAL
11.819.006/0001-01;ASSOCIACAO DE PROPRIETARIOS MOTOCICLETAS DE VITORIA DA CONQUISTA/BA - PROMOTOS;7734223545;BA;VITORIA DA CONQUISTA
12.643.738/0001-56;ASSOCIACAO DE PROTECAO AOS MOTOCICLISTA DO ESTADO DA BAHIA;7531814190;BA;ALAGOINHAS
22.803.614/0001-44;ASSOCIACAO DE PROTECAO AOS MOTORISTAS E VEICULAR DO NORTE E NORDESTE DO ESTADO DA BAHIA - ASPROVEN - GRUPO DE PROTECAO PATRIMONIAL MUTUALISTA;75999985664;BA;EUCLIDES DA CUNHA
20.915.257/0001-80;ASSOCIACAO DE PROTECAO AOS PROPRIETARIOS DE VEICULOS DO SISAL;71996321505;BA;QUEIMADAS
50.944.092/0001-36;ASSOCIACAO DE PROTECAO MUTUA PARA VEICULOS MASTER CLUB;75982909924;BA;FEIRA DE SANTANA
36.821.289/0001-57;ASSOCIACAO DE SOCORRO MUTUO DE DESPESAS OCORRIDAS - BAYPRO;6231425334;BA;FEIRA DE SANTANA
44.851.638/0001-01;ASSOCIACAO DE SOCORRO MUTUO DOS PROPRIETARIOS DE VEICULOS DO OESTE DA BAHIA;62993131740;BA;BARREIRAS
47.404.659/0001-77;ASSOCIACAO G4 ASSISTENCIA MUTUA;16996339155;BA;VITORIA DA CONQUISTA
49.218.812/0001-05;ASSOCIACAO GRUPO IMPERIO PROTECAO VEICULAR;75999076829;BA;RIBEIRA DO POMBAL
50.706.732/0001-70;ASSOCIACAO NACIONAL DE AUXILIO MUTUO E CLUBE DE BENEFICIOS DE COLABORADORES DA BAHIA;75998732186;BA;ALAGOINHAS
22.397.553/0001-62;ASSOCIACAO NORDESTE CLUBE;7130432130;BA;SALVADOR
38.162.861/0001-49;ASSOCIACAO NOVO ISRAEL CLUBE DE BENEFICIOS - NVI;7141133376;BA;SALVADOR
45.738.146/0001-77;ASSOCIACAO PATRIMONIAL MUTUALISTA MOTO+;75999495922;BA;ALAGOINHAS
59.772.265/0001-50;ASSOCIACAO PREVCAR;77999954833;BA;ANAGE
33.143.164/0001-27;ASSOCIACAO PROTECTCAR - CLUBE DE BENEFICIOS;7730250606;BA;VITORIA DA CONQUISTA
21.081.663/0001-58;AVSEG AUTO;7531990686;BA;FEIRA DE SANTANA
31.102.777/0001-90;BE SAFE AUTOGESTAO;2141081177;BA;VITORIA DA CONQUISTA
23.237.438/0001-93;CLUBE GOLD DE BENEFICIOS - COBENS;7130179862;BA;SALVADOR
47.937.571/0001-10;CONQUISTA AUTO CLUBE;77988627600;BA;VITORIA DA CONQUISTA
49.582.819/0001-01;CRONOS: PROTECAO VEICULAR E BENEFICIOS;7734210132;BA;VITORIA DA CONQUISTA
34.478.491/0001-00;ENTIDADE DE AUTOGESTAO DOS PROPRIETARIOS DE VEICULOS E MOTOCICLETAS DO ESTADO DA BAHIA - PROTER;7530230344;BA;FEIRA DE SANTANA
36.428.080/0001-28;EVOQUE BENEFICIOS GRUPO DE PROTECAO PATRIMONIAL MUTUALISTA;7536316094;BA;FEIRA DE SANTANA
51.012.452/0001-24;FACILITE AUTOGESTAO;77991395417;BA;ITAMARAJU
61.507.907/0001-36;FORT CLUBE DE BENEFICIOS E PROTECAO PATRIMONIAL;75991299229;BA;FEIRA DE SANTANA
52.078.036/0001-91;FREEDOM CLUB - ASSOCIACAO BAIANA DE BENEFICIOS E SOCORRO MUTUO DOS PROPRIETARIOS DE VEICULOS LEVES, MOTOCICLETAS E TAXISTAS;71997107111;BA;ESPLANADA
30.017.274/0001-54;GRUPO MUTUALISTA ATJ;7530305326;BA;FEIRA DE SANTANA
50.362.562/0001-53;MANA PROTECAO VEICULAR;7332611635;BA;EUNAPOLIS
09.439.292/0001-38;MULTIPLA CB - CLUBE DE BENEFICIOS;7734246334;BA;VITORIA DA CONQUISTA
57.010.970/0001-95;PRADOCAR CLUBE DE BENEFICIOS DO ESTADO DA BAHIA;3138486589;BA;PRADO
43.336.715/0001-22;PROCARRO BENEFICIOS E SOCORRO MUTUO;75981250038;BA;SAO GONCALO DOS CAMPOS
45.000.608/0001-54;PROTECAR PROTECAO VEICULAR E SERVICOS;7133585746;BA;SALVADOR
27.014.944/0001-74;PROTER BEM ENTIDADE DE AUTOGESTAO;7530312839;BA;ALAGOINHAS
32.813.439/0001-20;RENOVE - CLUBE DE BENEFICIOS AOS MOTORISTAS E MOTOCICLITAS DO NORDESTE;77991294168;BA;VITORIA DA CONQUISTA
61.061.363/0001-21;RUMO AUTO BENEFICIOS;71992054733;BA;SALVADOR
43.407.086/0001-84;SERENA BENEFICIOS E SOCORRO MUTUO;71985536000;BA;SALVADOR
33.566.920/0001-20;TOTTALMOTOS ASSOCIACAO DE BENEFICIOS MUTUOS;7734226123;BA;VITORIA DA CONQUISTA
51.116.644/0001-80;TRIUNFO CAR TRUCK SOCORRO MUTUO;73999017896;BA;LUIS EDUARDO MAGALHAES
54.224.587/0001-41;VC CAR;77992129797;BA;CAETANOS
28.007.392/0001-30;ASSOCIACAO DE ASSISTENCIA E GARANTIA DE VEICULOS - A.A.G.V;8835181567;CE;SOLONOPOLE
55.382.195/0001-73;ASSOCIACAO DE PROTECAO E ASSISTENCIA VEICULAR TURBO PROTEGE;85987573123;CE;FORTALEZA
10.203.173/0001-60;ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA DOS PROPRIETARIOS DE CAMINHOES DO VALE DO JAGUARIBE -ASCAMVALE;85988995182;CE;RUSSAS
52.885.420/0001-04;ASSOCIACAO DE PROTECAO PATRIMONIAL RESOLVE;1120135927;CE;FORTALEZA
50.883.654/0001-89;ASSOCIACAO DE SOCORRO MUTUO CONCEITO AUTOS;8540425999;CE;FORTALEZA
13.035.649/0001-90;ASSOCIACAO NACIONAL ALIANCA DE PROTECAO VEICULAR;85987035202;CE;FORTALEZA
61.757.816/0001-59;ASSOCIACAO PROTECAO TOTAL VEICULAR;8541010585;CE;FORTALEZA
32.548.298/0001-65;ASSOCIACAO S. G. DE PROTECAO VEICULAR;8836112771;CE;SOBRAL
23.473.220/0001-38;AUTO LIFE ASSOCIACAO DE BENEFICIOS;88981105040;CE;JUAZEIRO DO NORTE
61.735.121/0001-76;BOS AUTO PROTECAO;88998016174;CE;FORTALEZA
59.866.146/0001-67;CN PROTECAO PATRIMONIAL;88988931821;CE;QUIXADA
22.223.120/0001-90;COBERTURA TOTAL PROTECAO PATRIMONIAL MUTUALISTA;6239833125;CE;FORTALEZA
50.795.740/0001-30;ELEVEN PROTECAO PATRIMONIAL;88992163523;CE;SOBRAL
61.722.574/0001-68;FAMA ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;8836114536;CE;FORTALEZA
61.707.388/0001-50;GLOBALIZE PROTECAO VEICULAR;85998662523;CE;FORTALEZA
61.707.971/0001-60;KANSAS PROTECAO VEICULAR;85996535745;CE;FORTALEZA
61.648.237/0001-78;PRIME PROTECAO VEICULAR;85996932091;CE;FORTALEZA
61.733.535/0001-66;R SEG PROTECAO VEICULAR;84987473709;CE;FORTALEZA
61.727.069/0001-06;RAIO GARANTE;85992926185;CE;FORTALEZA
20.033.698/0001-59;SUPPORT - CLUBE DE BENEFICIOS DO BRASIL;85991769670;CE;FORTALEZA
43.017.947/0001-18;SUPPORT BRASIL PLANO DE ASSISTENCIA AUTOMOTIVA;85992569150;CE;FORTALEZA
34.430.772/0001-85;UNIAOPREV - ASSOCIACAO DE BENEFICIOS;81996236666;CE;BREJO SANTO
61.539.376/0001-63;WILL PROTECAO VEICULAR;85985797310;CE;FORTALEZA
25.140.184/0001-16;ADARCO - ASSOCIACAO DE DESENVOLVIMENTO DOS AMIGOS DA REGIAO DO CENTRO OESTE;3141415729;DF;BRASILIA
25.297.869/0001-70;GRUPO SUPPORT;6136864493;DF;BRASILIA
51.891.229/0001-02;LOCALIZE CLUBE DE BENEFICIOS;61984887456;DF;BRASILIA
12.651.606/0001-76;ABTRAC - ASSOCIACAO BRASILEIRA DOS TRANSPORTADORES DE CARGA;2835372951;ES;ICONHA
56.913.607/0001-17;ASSOCIACAO CAPIXABA DOS TRABALHADORES AUTONOMOS - SIMPLYCAR;27998355195;ES;VILA VELHA
18.762.919/0001-88;ASSOCIACAO DE APOIO AOS TRANSPORTADORES DE CARGAS - ASTRAN;2732846130;ES;VIANA
61.480.031/0001-81;BKT PROTECAO VEICULAR;2730672806;ES;SERRA
26.984.398/0001-31;CLUBE DE BENEFICIOS MUTUOS NORTEBEM;2732084471;ES;VILA VELHA
50.861.455/0001-70;COMPANHIA DE PROTECAO NACIONAL E SOCORRO MUTUO;27998530209;ES;SERRA
35.264.441/0001-85;GRANDE ASSOCIACAO BRASILEIRA DE PROTECAO VEICULAR - GRANDE;27996212170;ES;CARIACICA
31.441.646/0001-38;MULTIPLUS PROTECAO VEICULAR;2730720070;ES;VILA VELHA
32.783.941/0001-35;PORTTO ASSISTENCIA E BENEFICIOS;2733254617;ES;SERRA
55.295.049/0001-00;SMARTPROTECT ASSOCIACAO DE PROTECAO VEICULAR;27988493701;ES;SERRA
32.597.645/0001-40;UNICA - CLUBE DE BENEFICIOS MUTUOS;2730773851;ES;VILA VELHA
50.430.491/0001-89;365 ASSOCIADOS;1147531105;GO;GOIANIA
61.172.291/0001-90;ALIA PROTECAO E BENEFICIOS;6231363817;GO;GOIANIA
29.758.305/0001-49;ALTIS PROTECAO VEICULAR E BENEFICIOS;62985380830;GO;GOIANIA
52.233.522/0001-37;ASSOCIACAO ALL DOS POSSUIDORES DE VEICULOS AUTOMOTORES;61992816134;GO;VALPARAISO DE GOIAS
12.545.350/0001-12;ASSOCIACAO CATALANA DE TRANSPORTES RODOVIARIOS E SOCORRO MUTUO;6434114520;GO;CATALAO
43.843.502/0001-97;ASSOCIACAO DE APOIO AOS PROPRIETARIOS DE VEICULOS DO CENTRO OESTE;6230855129;GO;GOIANIA
18.010.673/0001-98;ASSOCIACAO DE BENEFICIOS PARA VEICULOS AUTOMOTORES - AUTO CLUB;6230860102;GO;GOIANIA
46.722.227/0001-41;ASSOCIACAO DE BENEFICIOS UNIAUTO BRASIL;6230942905;GO;APARECIDA DE GOIANIA
39.583.767/0001-26;ASSOCIACAO DE PROTECAO VEICULAR E SOCORRO MUTUO E BENEFICIOS HARMONY;62993934589;GO;GOIANIA
27.107.245/0001-79;ASSOCIACAO DE SOCORRO MUTUO E BENEFICIOS DO ESTADO DE GOIAS;6235586443;GO;GOIANIA
05.535.438/0001-98;ASSOCIACAO DOS POLICIAIS E BOMBEIROS MILITARES DO ESTADO DE GOIAS;6239456562;GO;GOIANIA
32.208.524/0001-69;ASSOCIACAO DOS TRANSPORTADORES DE CARGAS DE GOIAS -ATC-GOIAS;6233330192;GO;ANAPOLIS
41.351.315/0001-60;ASSOCIACAO PROTEGECLUB - CLUBE DE BENEFICIOS;6435131702;GO;RIO VERDE
31.646.487/0001-08;ASSOCIACAO REGIONAL DOS CAMINHONEIROS DO CENTRO OESTE -ARCCO;62985561075;GO;GOIANIA
47.925.529/0001-80;ASSOCIACAO UNIVERSO SMART CAR PROTECAO VEICULAR;61998244708;GO;VALPARAISO DE GOIAS
43.003.370/0001-95;AUTO AMERICA RIO VERDE ASSOCIACAO DE PROTECAO VEICULAR;6435139822;GO;RIO VERDE
11.108.434/0001-26;AUTONIVEL BRASIL PROTECAO E BENEFICIOS - AUTONIVEL BRASIL;6230915555;GO;GOIANIA
37.173.740/0001-30;BV BENEFICIOS;62984148719;GO;GOIANESIA
26.649.854/0001-97;ELEVATON CLUBE DE BENEFICIOS;6230886161;GO;GOIANIA
37.451.840/0001-80;ENTERPOL CAR - PROTECAO VEICULAR;62992003044;GO;GOIANIA
58.146.743/0001-54;FORTIS BRASIL PROTECAO VEICULAR;62984362478;GO;GOIANIA
41.307.584/0001-20;MAIS GOIAS CLUBE DE BENEFICIOS;6239260058;GO;GOIANIA
46.533.306/0001-04;NEW PROTEGE ASSOCIACAO DE SOCORRO MUTUO E PECULIO;62981010481;GO;GOIANIA
51.394.338/0001-06;PADRAO BENEFICIOS E SOCORRO MUTUO;62981930580;GO;GOIANIA
30.955.118/0001-34;PRIME CAR BRASIL;62993828436;GO;GOIANIA
49.619.407/0001-90;PROMAX ASSOCIACAO DE VEICULOS AUTOMOTORES;62982028758;GO;GOIANESIA
35.055.020/0001-44;PUMA PROTECAO VEICULAR - ASSOCIACAO DE BENEFICIOS DOS CONDUTORES DO BRASIL;6230942568;GO;APARECIDA DE GOIANIA
16.422.694/0001-95;SISTEMA DE PROTECAO VEICULAR ASSOCIATIVO DO ESTADO DE GOIAS;6232331578;GO;GOIANIA
43.803.595/0001-26;SPEED PROTECAO MUTUALISTA;6232119510;GO;APARECIDA DE GOIANIA
58.469.515/0001-15;TODOS BENS PROTEGIDOS ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;62982428003;GO;GOIANIA
59.919.521/0001-90;VALIDI PROTECAO VEICULAR;62986292992;GO;GOIANIA
52.243.261/0001-36;VALLE PROTECAO MUTUALISTA;64993256792;GO;GOIANIA
53.802.293/0001-97;VIP CLUB DE BENEFICIOS;62993976777;GO;GOIANESIA
47.852.682/0001-24;A.C.M - ASSOCIACAO DE CAMINHOES MARANHENSE;99982661601;MA;BALSAS
35.136.877/0001-99;AAVM ASSOCIACAO DE AUTOGESTAO DOS PROPRIETARIOS DE VEICULOS MUTUALISTAS;3125667777;MA;SAO LUIS
44.549.154/0001-02;SOS ASSOCIACAO DE BENEFICIOS MUTUOS;99992057735;MA;IMPERATRIZ
16.417.208/0001-40;ABM BRASIL - ASSOCIACAO DE BENEFICIOS MUTUOS;31999740989;MG;CONTAGEM
11.713.746/0001-69;ABRASPROVE - ASSOCIACAO BRASILEIRA DE PROTECAO VEICULAR;3735234033;MG;POMPEU
06.985.978/0001-36;ACEMITA- ASSOCIACAO DOS CAMINHONEIROS DE ITAUNA E REGIAO;3732436730;MG;ITAUNA
26.051.534/0001-30;ACERTT CLUBE DE BENEFICIOS;31991993302;MG;CONTAGEM
48.127.639/0001-69;ACTR TRUCK PROTECAO PATRIMONIAL MUTUALISTA;3125665334;MG;BETIM
51.900.091/0001-52;ADV BENEFICIOS E SOCORRO MUTUO;31999713923;MG;BELO HORIZONTE
23.139.456/0001-32;AEROCAR CLUBE DE BENEFICIOS;3136226768;MG;VESPASIANO
42.037.228/0001-04;AGIBENS BENEFICIOS E AJUDA MUTUA;31999429000;MG;BELO HORIZONTE
24.538.164/0001-35;AGN PROTECAO PATRIMONIAL MUTUALISTA;3132130455;MG;BELO HORIZONTE
60.795.398/0001-21;ALCATEIA PROTECAO VEICULAR;34992042517;MG;FRUTAL
31.275.573/0001-51;ALIADA BRASIL PROTECAO PATRIMONIAL MUTUALISTA;3131490101;MG;BELO HORIZONTE
14.880.952/0001-51;ALICERCE COOPERATIVA DE CONSUMO DE BENS E SERVICOS;3125598004;MG;CONTAGEM
17.767.160/0001-63;AMAVE - ASSOCIACAO DE PROTECAO AOS VEICULOS DOS MORADORES DO CENTRO OESTE MINEIRO;3732323270;MG;PARA DE MINAS
54.067.973/0001-77;AMERICAN CAR BRASIL ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;31986299330;MG;BELO HORIZONTE
08.827.634/0001-24;APACAR PROTECAO PATRIMONIAL MUTUALISTA;3135119660;MG;BETIM
40.483.824/0001-84;APAN PROTECAO PATRIMONIAL MUTUALISTA;3136650940;MG;CONTAGEM
09.133.428/0001-87;APM BRASIL - ASSOCIACAO DE BENEFICIOS E PROTECAO;3133331625;MG;CONTAGEM
21.485.117/0001-82;APROVEL CLUBE DE BENEFICIOS;3132130924;MG;CONTAGEM
40.033.571/0001-47;AQUILA CAR CLUBE DE BENEFICIOS E SOCORRO MUTUO;3136540352;MG;SANTA LUZIA
57.637.701/0001-53;ARCA MUTUAL PROTECAO PATRIMONIAL MUTUALISTA;3130466274;MG;CONTAGEM
11.238.918/0001-90;ASPROITA ASSOCIACAO DE BENEFICIOS;3138318855;MG;ITABIRA
09.278.542/0001-03;ASPROLESTE - ASSOCIACAO DE APOIO AOS PROPRIETARIOS DE VEICULOS DO LESTE DE MINAS;3332774711;MG;GOVERNADOR VALADARES
08.568.783/0001-16;ASSCAM - ASSOCIACAO DOS CAMINHONEIROS E AMIGOS DE ITAUNA E REGIAO;3732424139;MG;ITAUNA
13.200.417/0001-40;ASSOCIACAO BRASILEIRA DE PROTECAO PATRIMONIAL - ASSOCICAR;3133534540;MG;CONTAGEM
58.105.437/0001-70;ASSOCIACAO BRASILEIRA MUTUALISTA DOS TRANSPORTADORES;34996453499;MG;UBERABA
11.021.325/0001-77;ASSOCIACAO CATALAO, UBERLANDIA E UNAI DE TRANSPORTES RODOVIARIOS;3432321733;MG;UBERLANDIA
50.124.070/0001-20;ASSOCIACAO COOPERLIDER PREMIUM CURVELO;38999845770;MG;CURVELO
07.777.976/0001-14;ASSOCIACAO DE AMIGOS PROPRIETARIOS DE VEICULOS AUTOMOTORES;3135322166;MG;BETIM
10.654.336/0001-21;ASSOCIACAO DE AMPARO MUTUO DOS CAMINHONEIROS DO BRASIL;3132955911;MG;CONTAGEM
18.679.935/0001-01;ASSOCIACAO DE AUXILIO AOS PROPRIETARIOS DE VEICULOS AUTOMOTORES - PROTOCAR;31999158750;MG;CONTAGEM
14.069.761/0001-04;ASSOCIACAO DE BENEFICIOS MUTUOS DO BRASIL - ASTEP BRASIL;3125522224;MG;BELO HORIZONTE
24.643.924/0001-74;ASSOCIACAO DE BENEFICIOS MUTUOS E SERVICOS - UNACAR;3132490400;MG;BETIM
21.222.607/0001-96;ASSOCIACAO DE CAMINHONEIROS ALIANCA;3137747277;MG;SETE LAGOAS
59.749.144/0001-98;ASSOCIACAO DE CONSUMO DOS PROPRIETARIOS DE VEICULOS E TRANSPORTADORES DE CARGAS E PASSAGEIROS DOS CONSUMIDORES DA PROTEGE TODOS;31972166121;MG;BELO HORIZONTE
30.169.800/0001-00;ASSOCIACAO DE FOMENTO E COOPERATIVISMO AO TRANSPORTE DE CARGAS DO BRASIL AFOCOOP;3135322577;MG;BETIM
08.626.408/0001-85;ASSOCIACAO DE PROTECAO A PROPRIETARIOS DE CARROS - APPCAR;3135942094;MG;BETIM
39.698.719/0001-83;ASSOCIACAO DE PROTECAO E ASSISTENCIA VEICULAR POWER BRASIL CAR;33999539634;MG;GUANHAES
30.434.271/0001-16;ASSOCIACAO DE PROTECAO E AUXILIO VEICULAR EM DEFESA DOS DIREITOS GLOBAIS E DIFUSOS;34992041898;MG;UBERLANDIA
34.047.007/0001-80;ASSOCIACAO DE PROTECAO E BENEFICIOS DO TRANSPORTADOR RODOVIARIO DE CARGAS - APROBEN;3436617467;MG;ARAXA
61.506.715/0001-05;ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA DOS CAMINHONEIROS DO NORTE DE MINAS;38999380893;MG;MONTES CLAROS
09.583.514/0001-91;ASSOCIACAO DE PROTECAO PATRIMONIAL UNIBRAS;31998586384;MG;BELO HORIZONTE
16.685.396/0001-98;ASSOCIACAO DE PROTECAO VEICULAR DE MINAS GERAIS - ASPVEMG;3134864657;MG;BELO HORIZONTE
40.767.532/0001-73;ASSOCIACAO DE PROTECAO VEICULAR E BENEFICIOS - PROTE+ CLUBE DE BENEFICIOS;31997361428;MG;IPATINGA
31.146.121/0001-70;ASSOCIACAO DE PROTECAO VEICULAR E BENEFICIOS AOS PROPRIETARIOS DE AUTOMOVEIS, UTILITARIOS E MOTOCICLETAS;3432120000;MG;UBERLANDIA
59.120.296/0001-27;ASSOCIACAO DE PROTECAO VEICULAR E BENEFICIOS HDF;31995353532;MG;SARZEDO
35.815.407/0001-51;ASSOCIACAO DE PROTECAO VEICULAR E REPAROS DO BRASIL MUTUA;3132433919;MG;BELO HORIZONTE
51.722.597/0001-19;ASSOCIACAO DE PROTECAO VEICULAR PRIME;33998171011;MG;MARTINS SOARES
33.968.060/0001-51;ASSOCIACAO DE SOCORRO MUTUO CUIDAR;3121801366;MG;BELO HORIZONTE
21.408.664/0001-64;ASSOCIACAO DE SOCORRO MUTUO TOPPREV;3133953191;MG;IGARAPE
26.736.607/0001-28;ASSOCIACAO DE TRANSPORTADORES E APOIO AOS PROPRIETARIOS DE VEICULOS DE CARGAS E AFINS - COOPERMENDES;3538645001;MG;PERDOES
06.939.639/0001-13;ASSOCIACAO DIVINOPOLITANA DOS AMIGOS CARRETEIROS - ADAC;3736918308;MG;DIVINOPOLIS
33.556.995/0001-20;ASSOCIACAO DOS CAMINHONEIROS DE TRANSPORTES DO BRASIL - ACTB;3432382248;MG;UBERLANDIA
08.264.303/0001-23;ASSOCIACAO DOS PROPRIETARIOS DE VEICULOS AUTOMOTORES -APVA;3138233639;MG;IPATINGA
40.749.119/0001-86;ASSOCIACAO DOS PROPRIETARIOS DE VEICULOS GRUPO NOVOS HORIZONTES;3133836976;MG;BELO HORIZONTE
07.967.067/0001-49;ASSOCIACAO DOS TRANSPORTADORES DE CARGAS DO VALE DO ACO - ATVA;3121091350;MG;IPATINGA
09.143.414/0001-44;ASSOCIACAO DOS VEICULOS PESADOS - AVEP;3135474703;MG;CONGONHAS
39.920.581/0001-15;ASSOCIACAO LONGA VIAGEM PROTECAO VEICULAR;31999179577;MG;ITAGUARA
31.750.804/0001-31;ASSOCIACAO MAXIMA PROTECAO VEICULAR;3733811058;MG;CLAUDIO
17.029.183/0001-70;ASSOCIACAO MINEIRA DE AGREGADOS SOLIDARIOS - GRUPO DE PROTECAO PATRIMONIAL MUTUALISTA;3138210592;MG;IPATINGA
37.138.977/0001-80;ASSOCIACAO MUTUALISTA AUTO MINAS PROTECAO VEICULAR;3131612323;MG;RIBEIRAO DAS NEVES
17.368.997/0001-30;ASSOCIACAO NACIONAL DE PROTECAO DE VEICULOS - ANPROCAR;3434112173;MG;ITURAMA
19.685.872/0001-69;ASSOCIACAO NOROESTE MINEIRA DE APOIO AO TRANSPORTADOR RODOVIARIO;38998656563;MG;UNAI
40.185.663/0001-42;ASSOCIACAO ORION DE BENEFICIOS MUTUOS DO BRASIL;6536348668;MG;UBERLANDIA
16.785.706/0001-46;ASSOCIACAO PATENSE DE EMPREENDEDORES NO TRANSPORTE;34996770008;MG;PATOS DE MINAS
12.559.261/0001-25;ASSOCIACAO PROTETORA DE VEICULOS AUTOMOTORES - PROAUTO;3134909000;MG;BELO HORIZONTE
27.187.200/0001-51;ASSOCIACAO RIOS PROTECAO PATRIMONIAL MUTUALISTA;31999368082;MG;RIO MANSO
25.162.970/0001-14;ASSOCIACAO ROYAL;3732256259;MG;NOVA SERRANA
18.313.880/0001-11;ASSOCIACAO SEVEN DOS PROPRIETARIOS DOS VEICULOS AUTOMOTORES DO BRASIL;3432328801;MG;UBERLANDIA
46.385.872/0001-16;ASSOCIACAO TOTAL BENEFICIOS;3140404610;MG;IPATINGA
29.457.003/0001-30;ASSOCIATIVA BRASIL PROTECAO PATRIMONIAL;3135146533;MG;BELO HORIZONTE
54.710.613/0001-41;AUTO GESTAO MUTUAL - ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;3130465104;MG;BELO HORIZONTE
28.517.202/0001-24;AUTO MAIS CLUBE DE BENEFICIOS E PROTECAO VEICULAR DE IBIRITE;31993366800;MG;IBIRITE
25.118.413/0001-04;AUTO SAVE CLUBE DE BENEFICIOS;3132437104;MG;BELO HORIZONTE
48.834.525/0001-59;AUTOZEN GRUPO DE PROTECAO PATRIMONIAL MUTUALISTA;31993440361;MG;BETIM
46.097.917/0001-57;AVANTGARDE PROTECAO VEICULAR;3122127113;MG;BELO HORIZONTE
44.494.927/0001-09;BACELAR PROTECAO VEICULAR;31988694429;MG;CONTAGEM
26.632.947/0001-09;BASE CLUB DE BENEFICIOS BELO HORIZONTE E REGIAO LESTE DE MINAS;3138219594;MG;IPATINGA
51.552.662/0001-05;BETIM BENEFICIOS E PROTECAO PATRIMONIAL MUTUALISTA;31997961797;MG;BETIM
34.846.374/0001-44;BLESS CLUBE DE BENEFICIOS;3135656661;MG;CONTAGEM
56.057.976/0001-55;BMB PROTEGE BENEFICIOS PROTECAO PATRIMONIAL MUTUALISTA;31990843268;MG;CONTAGEM
26.519.735/0001-10;BRASCOON PROTECAO VEICULAR;31992257374;MG;DIVINOPOLIS
27.896.362/0001-69;BRASIL CAR CLUBE DE BENEFICIOS;3125147840;MG;CONTAGEM
54.205.891/0001-41;CAR PROTEC CLUBE DE BENEFICIOS;3139950915;MG;PARA DE MINAS
